site_no,dec_lat_va,dec_long_va,ppt_m01_mm,ppt_m02_mm,ppt_m03_mm,ppt_m04_mm,ppt_m05_mm,ppt_m06_mm,ppt_m07_mm,ppt_m08_mm,ppt_m09_mm,ppt_m10_mm,ppt_m11_mm,ppt_m12_mm,ppt_ann_mm,tmean_m01_c,tmean_m02_c,tmean_m03_c,tmean_m04_c,tmean_m05_c,tmean_m06_c,tmean_m07_c,tmean_m08_c,tmean_m09_c,tmean_m10_c,tmean_m11_c,tmean_m12_c,tmean_ann_C
06916500,38.23530274,-94.8538516,35.13629913330078,44.516700744628906,69.00579833984375,110.02629852294922,147.18150329589844,138.1584930419922,112.9771957397461,95.8823013305664,110.05229949951172,87.0385971069336,64.09819793701172,47.213600158691406,1061.2889404296875,-0.7121999859809875,1.7213999032974243,7.298999786376953,12.73539924621582,18.22480010986328,23.472700119018555,25.98509979248047,25.13589859008789,20.50909996032715,14.022199630737305,7.132099628448486,1.4398999214172363,13.079999923706055
06917000,38.00892428,-94.7041264,38.5281982421875,45.22809982299805,74.634796142578125,119.23069763183594,151.775390625,141.2071990966797,116.88610076904297,98.90619659423828,113.02459716796875,88.27269744873047,67.850799560546875,52.355098724365234,1107.9013671875,-0.357699990272522,2.126199960708618,7.552299976348877,13.084099769592285,18.462400436401367,23.68280029296875,26.152599334716797,25.41179847717285,20.716699600219727,14.25059986114502,7.4452996253967285,1.8125,13.359999656677246
06917060,37.99480556,-94.3693056,42.30270004272461,48.72380065917969,74.64969635009766,118.2427978515625,157.3905029296875,138.3675994873047,113.45219421386719,94.14360046386719,111.42039489746094,87.35859680175781,75.01729583740234,56.240596771240234,1117.3115234375,-0.29989999532699585,2.182499885559082,7.710299968719482,13.276599884033203,18.722000122070312,23.760700225830078,26.126298904418945,25.403099060058594,20.83930015563965,14.368999481201172,7.601999759674072,1.9646999835968018,13.469999313354492
06917240,37.83559565,-94.981361,36.483699798583984,44.09090042114258,73.27040100097656,124.21519470214844,154.35189819335938,141.47650146484375,114.80369567871094,101.33649444580078,112.19889831542969,90.39759826660156,66.62809753417969,49.502098083496094,1108.7567138671875,0.00419999985024333,2.4440999031066895,7.755799770355225,13.25309944152832,18.58530044555664,23.830799102783203,26.32069969177246,25.579898834228516,20.95170021057129,14.442599296569824,7.632599830627441,2.046299934387207,13.569999694824219
06917380,37.81754116,-94.7919095,39.271697998046875,43.68519973754883,76.36429595947266,123.43589782714844,154.51170349121094,143.48410034179688,119.5438003540039,100.29959869384766,114.92739868164062,86.385101318359375,67.13469696044922,53.583499908447266,1122.628662109375,-0.054499998688697815,2.495699882507324,7.80620002746582,13.401399612426758,18.731599807739258,23.954099655151367,26.420398712158203,25.79599952697754,20.996999740600586,14.532099723815918,7.756700038909912,2.075899839401245,13.65999984741211
06917500,37.848929,-94.7027392,40.04399871826172,43.24340057373047,76.8228988647461,124.30899810791016,155.75009155273438,144.40350341796875,120.51069641113281,100.2708969116211,115.56689453125,85.38710021972656,66.89969635009766,54.073699951171875,1127.283447265625,-0.046299997717142105,2.4881999492645264,7.818599700927734,13.433099746704102,18.752899169921875,23.955598831176758,26.40239906311035,25.789098739624023,20.982099533081055,14.536699295043945,7.7916998863220215,2.1213998794555664,13.670000076293945
06917630,37.5353611,-94.5580833,43.68239974975586,49.15789794921875,80.41849517822266,124.45359802246094,167.42410278320312,143.36129760742188,112.86209869384766,93.64569854736328,117.62889862060547,93.00550079345703,78.14820098876953,58.86689758300781,1162.656982421875,0.5550999641418457,3.0339999198913574,8.188799858093262,13.611700057983398,18.840200424194336,23.955900192260742,26.426799774169922,25.72599983215332,21.19999885559082,14.823800086975098,8.13759994506836,2.6875,13.929999351501465
06918060,37.86202778,-94.39925,44.38330078125,48.858299255371094,79.05509948730469,125.50159454345703,161.22608947753906,135.0968017578125,118.33269500732422,96.71769714355469,113.18809509277344,88.45069885253906,75.8823013305664,57.7433967590332,1144.4375,-0.2256999909877777,2.2059998512268066,7.6529998779296875,13.282499313354492,18.649900436401367,23.745100021362305,26.143199920654297,25.408498764038086,20.836698532104492,14.382399559020996,7.526399612426758,2.080699920654297,13.469999313354492
06918070,38.0558611,-94.1454167,44.541500091552734,50.312599182128906,76.51539611816406,119.46609497070312,154.5627899169922,134.20660400390625,112.38890075683594,96.059600830078125,111.6199951171875,88.04529571533203,78.77799987792969,58.740699768066406,1125.2391357421875,-0.29829999804496765,2.163100004196167,7.65779972076416,13.26609992980957,18.677900314331055,23.76409912109375,26.126798629760742,25.299299240112305,20.7987003326416,14.271100044250488,7.542699813842773,1.9642999172210693,13.4399995803833
07107500,38.0516733,-104.7935935,14.456899642944336,13.291899681091309,29.032899856567383,47.89080047607422,48.23019790649414,31.45939826965332,66.37799835205078,56.63099670410156,23.67020034790039,26.43199920654297,17.49650001525879,14.305699348449707,389.2771911621094,0.7854999899864197,1.7501999139785767,5.990200042724609,9.538399696350098,14.835399627685547,20.680700302124023,23.411998748779297,22.161699295043945,18.13479995727539,11.425600051879883,5.35290002822876,0.7716999650001526,11.239999771118164
07116000,38.0013961,-104.4724732,10.067099571228027,10.540899276733398,23.39229965209961,42.131500244140625,44.7495002746582,31.588899612426758,49.01020050048828,46.54309844970703,21.164899826049805,24.026899337768555,14.184399604797363,9.889100074768066,327.2906799316406,0.26010000705718994,1.6061999797821045,6.196699619293213,9.969200134277344,15.42449951171875,21.318199157714844,24.0487003326416,22.787498474121094,18.56060028076172,11.552599906921387,5.1078996658325195,0.3367999792098999,11.429999351501465
07116500,38.2250024,-104.2607996,6.297399997711182,6.786900043487549,12.673999786376953,34.125099182128906,38.5452995300293,32.71310043334961,46.45909881591797,48.67689895629883,21.87220001220703,20.262399673461914,9.62090015411377,6.626399993896484,284.6612854003906,-0.5066999793052673,1.1061999797821045,6.099899768829346,10.147699356079102,15.710700035095215,21.650598526000977,24.22239875793457,22.972599029541016,18.562299728393555,11.399999618530273,4.572000026702881,-0.4348999857902527,11.289899826049805
07119500,38.1085,-103.9676111,5.309700012207031,5.745199680328369,16.27120018005371,32.64929962158203,38.8036003112793,35.20439910888672,46.708499908447266,51.204898834228516,17.72410011291504,21.836898803710938,9.878899574279785,8.004400253295898,289.3426818847656,-0.5986999869346619,1.1964999437332153,6.354699611663818,10.661999702453613,16.25659942626953,22.20279884338379,24.84079933166504,23.642499923706055,19.087200164794922,11.722000122070312,4.680500030517578,-0.4968999922275543,11.630000114440918
07120620,37.5548333,-104.0212222,12.760600090026855,11.224899291992188,25.8583984375,39.24959945678711,41.4286994934082,38.64870071411133,55.18299865722656,51.83530044555664,25.89389991760254,25.743900299072266,16.350000381469727,13.610300064086914,357.7886047363281,0.49229997396469116,1.958899974822998,6.202499866485596,9.979199409484863,15.37459945678711,21.17770004272461,23.793399810791016,22.71419906616211,18.71660041809082,11.935999870300293,5.442899703979492,0.6370999813079834,11.539899826049805
07121500,38.0030644,-103.6560588,8.2444000244140625,9.327400207519531,19.309200286865234,33.562599182128906,41.82749938964844,38.4463996887207,54.54719924926758,47.29059982299805,19.760000228881836,26.019100189208984,11.075599670410156,9.907499313354492,319.3188781738281,-0.484499990940094,1.4458999633789062,6.6554999351501465,11.090700149536133,16.666399002075195,22.66230010986328,25.210800170898438,24.050600051879883,19.507598876953125,12.066399574279785,4.954699993133545,-0.32600000500679016,11.960000038146973
07122400,37.9822313,-103.5982788,9.638799667358398,10.375399589538574,22.19019889831543,33.4380989074707,42.99129867553711,35.86050033569336,56.35929870605469,43.86109924316406,21.680700302124023,30.811100006103516,10.291500091552734,12.335099220275879,329.8346862792969,-0.5051999688148499,1.4383999109268188,6.701099872589111,11.148699760437012,16.750499725341797,22.778099060058594,25.35919952392578,24.167999267578125,19.57969856262207,12.102999687194824,4.984899997711182,-0.35009998083114624,12.00999927520752
07124500,37.1708521,-104.509152,12.638099670410156,12.999799728393555,26.23859977722168,35.22200012207031,41.20859909057617,33.5703010559082,66.83660125732422,62.98460006713867,33.32040023803711,27.577598571777344,17.961700439453125,15.439199447631836,385.998779296875,0.3933999836444855,1.632099986076355,5.563199996948242,9.251399993896484,14.409099578857422,19.950199127197266,22.305299758911133,21.221099853515625,17.57270050048828,11.181900024414062,4.924599647521973,0.3480999767780304,10.729999542236328
07126000,37.188352,-104.1327505,11.043999671936035,10.282400131225586,22.41390037536621,35.72710037231445,37.03409957885742,33.514198303222656,53.02899932861328,51.43980026245117,28.31529998779297,25.82069969177246,15.559700012207031,13.135899543762207,337.3175048828125,0.3773999810218811,1.8464999198913574,6.078700065612793,9.824999809265137,15.163599967956543,21.018798828125,23.601299285888672,22.505800247192383,18.563400268554688,11.811599731445312,5.263099670410156,0.43939998745918274,11.36989974975586
07126200,37.34557255,-103.9580186,11.295899391174316,9.085299491882324,21.72439956665039,34.050498962402344,37.384700775146484,33.82149887084961,51.60260009765625,49.21759796142578,26.681699752807617,24.570899963378906,13.085199356079102,12.423500061035156,324.9451904296875,0.29260000586509705,1.861299991607666,6.331999778747559,10.209099769592285,15.693599700927734,21.66860008239746,24.29949951171875,23.153200149536133,19.013500213623047,12.005499839782715,5.354599952697754,0.45229998230934143,11.6899995803833
07126300,37.3564059,-103.9002383,11.731499671936035,8.975799560546875,21.946298599243164,33.49679946899414,38.13019943237305,34.181800842285156,51.88010025024414,49.02069854736328,26.795700073242188,24.735599517822266,12.473099708557129,12.445099830627441,325.8141784667969,0.3269999921321869,1.8745999336242676,6.320199966430664,10.19749927520752,15.676799774169922,21.63869857788086,24.287899017333984,23.142898559570312,19.00269889831543,11.983599662780762,5.399199962615967,0.4927999973297119,11.699999809265137
07126325,37.42418269,-103.9202382,11.6181001663208,9.024700164794922,22.04450035095215,33.7677001953125,38.15010070800781,34.25579833984375,51.93449783325195,49.13019943237305,26.45009994506836,24.763099670410156,12.488399505615234,12.369500160217285,325.997802734375,0.28859999775886536,1.8388999700546265,6.337800025939941,10.269800186157227,15.75369930267334,21.71269989013672,24.381898880004883,23.24839973449707,19.053098678588867,12.032299995422363,5.339399814605713,0.4456000030040741,11.729999542236328
07126390,37.49279316,-103.8280114,11.301400184631348,9.78909969329834,23.69499969482422,35.79010009765625,39.02669906616211,35.44879913330078,53.71969985961914,51.19459915161133,25.159500122070312,25.292499542236328,13.436899185180664,12.464900016784668,336.3204040527344,0.2599000036716461,1.8947999477386475,6.423099994659424,10.348400115966797,15.886499404907227,21.83639907836914,24.498199462890625,23.360698699951172,19.147199630737305,12.077899932861328,5.414899826049805,0.44689998030662537,11.799999237060547
07126415,37.51529314,-103.7255071,10.873199462890625,10.000999450683594,24.344999313354492,37.10860061645508,40.18510055541992,37.657100677490234,56.63959884643555,53.85099792480469,24.484399795532227,25.936800003051758,13.76979923248291,12.651000022888184,347.50408935546875,0.131400004029274,1.8097999095916748,6.474099636077881,10.501299858093262,16.09939956665039,22.094499588012695,24.721498489379883,23.560199737548828,19.27519989013672,12.072699546813965,5.361099720001221,0.31939998269081116,11.86989974975586
07126480,37.58918109,-103.6482815,10.291999816894531,9.734399795532227,23.873899459838867,37.294898986816406,41.13629913330078,39.11289978027344,58.59199905395508,54.837398529052734,23.77979850769043,26.15329933166504,13.52079963684082,12.76509952545166,351.09478759765625,0.0965999960899353,1.7882999181747437,6.526299953460693,10.603699684143066,16.201000213623047,22.22130012512207,24.88519859313965,23.719398498535156,19.377599716186523,12.126899719238281,5.334099769592285,0.29909998178482056,11.929999351501465
07126500,37.7147351,-103.5110538,10.717100143432617,9.568299293518066,24.46609878540039,39.50040054321289,43.99720001220703,44.44379806518555,61.477298736572266,55.013099670410156,22.868499755859375,27.2947998046875,14.128999710083008,15.40839958190918,368.88568115234375,0.02149999886751175,1.8082998991012573,6.715799808502197,10.934499740600586,16.67409896850586,22.750999450683594,25.40489959716797,24.2101993560791,19.729999542236328,12.295000076293945,5.357500076293945,0.23119999468326569,12.179999351501465
07128500,38.0342222,-103.2014167,9.51729965209961,7.446699619293213,19.975500106811523,34.932498931884766,43.29710006713867,42.807498931884766,61.69989776611328,47.671600341796875,22.868398666381836,27.586698532104492,10.118000030517578,8.304499626159668,336.2272033691406,-0.6578999757766724,1.397499918937683,6.699699878692627,11.3371000289917,16.942800521850586,22.99829864501953,25.738998413085938,24.467998504638672,19.91699981689453,12.285200119018555,5.047999858856201,-0.33329999446868896,12.149999618530273
07134100,38.11417565,-102.4838023,8.312999725341797,9.775400161743164,18.457300186157227,35.636199951171875,47.56999969482422,57.62329864501953,72.101898193359375,66.28070068359375,27.010299682617188,28.956600189208984,11.423999786376953,10.991000175476074,394.1410827636719,-1.1639999151229858,0.8940999507904053,6.074999809265137,10.748799324035645,16.38719940185547,22.628198623657227,25.400999069213867,24.10059928894043,19.518699645996094,11.855799674987793,4.56689977645874,-0.7780999541282654,11.6899995803833
07138000,37.96613038,-101.7568467,8.762199401855469,9.808300018310547,22.829599380493164,34.18600082397461,52.9109992980957,64.90879821777344,78.99150085449219,71.2626953125,29.47989845275879,35.558799743652344,11.97130012512207,14.657999992370605,435.3296813964844,-0.39489999413490295,1.5770999193191528,6.491799831390381,11.234399795532227,17.03489875793457,23.10420036315918,25.782400131225586,24.57819938659668,20.173198699951172,12.671699523925781,5.4721999168396,0.08810000121593475,12.319999694824219
07139700,37.71446498,-100.0151344,15.0472993850708,15.692599296569824,34.152198791503906,47.768096923828125,79.62950134277344,85.52790069580078,77.09379577636719,77.50550079345703,37.414398193359375,49.48970031738281,19.60019874572754,23.038000106811523,561.960693359375,-0.10279999673366547,1.716599941253662,6.773299694061279,11.72499942779541,17.660400390625,23.57619857788086,26.297800064086914,25.22209930419922,20.70319938659668,13.464799880981445,6.211400032043457,0.7548999786376953,12.829999923706055
07139800,37.59775994,-100.0153544,15.509599685668945,15.527099609375,35.72520065307617,48.76860046386719,77.79719543457031,87.79959869384766,78.50959777832031,77.62459564208984,38.37080001831055,50.158599853515625,19.660900115966797,23.215198516845703,568.668212890625,0.07119999825954437,1.909999966621399,6.957499980926514,11.930999755859375,17.791000366210938,23.573299407958984,26.308698654174805,25.26490020751953,20.783498764038086,13.517899513244629,6.264599800109863,0.8034999966621399,12.929999351501465
07140300,37.92194444,-99.6430556,16.05270004272461,16.4330997467041,36.83359909057617,52.024200439453125,87.3512954711914,87.18709564208984,92.14429473876953,85.10540008544922,44.73740005493164,50.79610061645508,20.599498748779297,22.022199630737305,611.28851318359375,-0.07180000096559525,1.7344999313354492,6.91379976272583,11.982099533081055,17.88249969482422,23.788898468017578,26.46969985961914,25.435400009155273,20.986299514770508,13.786600112915039,6.401099681854248,0.9226999878883362,13.019999504089355
07140850,38.2066829,-99.6434539,15.740499496459961,19.35379981994629,35.98759841918945,51.254798889160156,92.292999267578125,87.64319610595703,96.81109619140625,80.76490020751953,47.86050033569336,49.50849914550781,20.097900390625,22.78380012512207,620.1011962890625,-0.42419999837875366,1.4067000150680542,6.736700057983398,11.788899421691895,17.71940040588379,23.715700149536133,26.45119857788086,25.39550018310547,20.880298614501953,13.569999694824219,6.1666998863220215,0.5615999698638916,12.829999923706055
07141200,38.20758889,-99.405775,16.36680030822754,20.257999420166016,37.45029830932617,52.921199798583984,97.048797607421875,89.4625015258789,96.56060028076172,82.53350067138672,48.99689865112305,49.86899948120117,21.449798583984375,22.98859977722168,635.90777587890625,-0.30239999294281006,1.5322999954223633,6.871500015258789,11.925699234008789,17.887399673461914,23.832199096679688,26.48619842529297,25.452098846435547,21.007200241088867,13.749399185180664,6.371699810028076,0.7576999664306641,12.960000038146973
07142300,37.8715361,-98.8758056,18.44729995727539,23.54360008239746,47.18280029296875,60.62679672241211,109.1449966430664,100.63719940185547,91.65169525146484,87.5564956665039,50.03339767456055,57.89509963989258,26.6841983795166,25.423898696899414,698.8291015625,0.2946999967098236,2.2451999187469482,7.36299991607666,12.505399703979492,18.330799102783203,24.09280014038086,26.68269920349121,25.664199829101562,21.27899932861328,14.237099647521973,6.877299785614014,1.301800012588501,13.40999984741211
07142575,38.09363056,-98.5461389,19.61240005493164,25.7810001373291,49.776798248291016,60.94759750366211,115.86719512939453,102.36000061035156,95.5304946899414,89.46730041503906,50.857398986816406,57.577999114990234,28.970298767089844,25.479700088500977,722.22998046875,0.14239999651908875,2.220900058746338,7.462499618530273,12.791799545288086,18.59149932861328,24.464099884033203,26.976099014282227,25.835599899291992,21.483400344848633,14.35689926147461,6.861999988555908,1.229099988937378,13.529999732971191
07142800,38.03775865,-97.9342523,21.82040023803711,30.633499145507812,57.44269943237305,66.71939849853516,122.75399780273438,111.92530059814453,94.43889617919922,91.49259948730469,57.56979751586914,63.05500030517578,34.15959930419922,29.58759880065918,781.60040283203125,-0.1930999904870987,1.865799903869629,7.4355998039245605,12.655699729919434,18.49720001220703,24.333099365234375,26.83609962463379,25.80389976501465,21.371599197387695,14.240399360656738,6.962599754333496,1.128999948501587,13.40999984741211
07143300,38.30951667,-98.192575,18.07830047607422,25.63129997253418,48.98379898071289,61.0625,120.24849700927734,106.1697998046875,99.41199493408203,93.31379699707031,53.92179870605469,61.6343994140625,29.535900115966797,26.61709976196289,744.611083984375,-0.2313999980688095,1.7947999238967896,7.294899940490723,12.446499824523926,18.28059959411621,24.234498977661133,26.729799270629883,25.606998443603516,21.117799758911133,14.041799545288086,6.6855998039245605,0.9466999769210815,13.25
07143665,38.1122326,-97.591987,20.177000045776367,30.691598892211914,57.11330032348633,70.85430145263672,126.67919921875,117.72380065917969,104.92359924316406,96.99649810791016,68.13179779052734,64.94969940185547,38.844398498535156,30.124300003051758,827.21075439453125,-0.26569998264312744,1.9370999336242676,7.496399879455566,12.794300079345703,18.561199188232422,24.325199127197266,26.80139923095703,25.83839988708496,21.44890022277832,14.429999351501465,7.044099807739258,1.223699927330017,13.469999313354492
07143672,38.02853056,-97.5405417,19.522600173950195,30.441699981689453,56.371097564697266,71.233001708984375,125.10919952392578,121.17949676513672,103.222900390625,98.432098388671875,66.9531021118164,66.555999755859375,39.67729949951172,30.406999588012695,829.10687255859375,-0.1006999984383583,2.11899995803833,7.633299827575684,12.880099296569824,18.601299285888672,24.396099090576172,26.935199737548828,25.97480010986328,21.552900314331055,14.508399963378906,7.1601996421813965,1.3558999300003052,13.579999923706055
07144100,37.88306739,-97.4244864,21.0132999420166,31.92840003967285,60.46879959106445,74.91400146484375,129.7200927734375,128.83309936523438,101.62089538574219,102.30049896240234,68.87339782714844,71.76850128173828,41.704200744628906,30.597000122070312,863.74395751953125,0.11669999361038208,2.289299964904785,7.807199954986572,13.092199325561523,18.717199325561523,24.42140007019043,26.982898712158203,26.06709861755371,21.6304988861084,14.720699310302734,7.406799793243408,1.598599910736084,13.739999771118164
07144200,37.8321722,-97.3885694,21.620399475097656,32.699100494384766,61.19419860839844,76.8866958618164,131.72430419921875,128.45950317382812,102.07339477539062,102.68499755859375,70.7262954711914,73.73419952392578,41.67049789428711,30.808799743652344,874.2843017578125,0.13920000195503235,2.357300043106079,7.834699630737305,13.163700103759766,18.752498626708984,24.409799575805664,26.984098434448242,26.093198776245117,21.6382999420166,14.755999565124512,7.422299861907959,1.6205999851226807,13.75999927520752
07144201,37.83935,-97.4074556,21.456899642944336,32.48460006713867,60.95119857788086,76.18409729003906,131.03009033203125,128.16690063476562,101.95099639892578,102.57469940185547,69.813995361328125,73.20759582519531,41.49639892578125,30.707998275756836,870.02685546875,0.14509999752044678,2.356099843978882,7.8294997215271,13.133299827575684,18.742599487304688,24.438098907470703,27.003799438476562,26.093698501586914,21.65049934387207,14.7524995803833,7.428899765014648,1.6226999759674072,13.769999504089355
07144300,37.6433222,-97.3351944,22.159700393676758,33.266700744628906,61.865596771240234,80.64009857177734,140.01708984375,130.85220336914062,100.98320007324219,104.1908950805664,74.22239685058594,75.86399841308594,41.90530014038086,32.4109001159668,898.37939453125,0.3052999973297119,2.649600028991699,8.066999435424805,13.337499618530273,18.889999389648438,24.559900283813477,27.0935001373291,26.195598602294922,21.753999710083008,14.900099754333496,7.601999759674072,1.7838000059127808,13.929999351501465
07144550,37.54430556,-97.2755694,21.96619987487793,33.762699127197266,62.695899963378906,82.18370056152344,142.73529052734375,133.595703125,99.45389556884766,104.12559509277344,75.472900390625,76.59929656982422,42.15760040283203,32.9379997253418,907.68817138671875,0.40149998664855957,2.7276999950408936,8.161700248718262,13.390399932861328,18.95829963684082,24.5757999420166,27.05449867248535,26.155099868774414,21.726200103759766,14.942399978637695,7.715299606323242,1.8535000085830688,13.969999313354492
07144780,37.8621972,-98.0137806,19.323299407958984,29.047800064086914,56.66069793701172,64.60430145263672,117.08399963378906,114.63109588623047,96.00450134277344,91.58879852294922,59.0651969909668,62.79459762573242,32.285499572753906,28.57779884338379,771.6690673828125,0.004799999762326479,2.1325998306274414,7.624499797821045,12.743399620056152,18.524999618530273,24.398698806762695,26.915498733520508,25.869998931884766,21.41189956665039,14.364099502563477,7.084799766540527,1.323799967765808,13.529999732971191
07145200,37.561683,-97.8531094,22.586698532104492,31.421098709106445,58.220298767089844,75.81009674072266,125.51189422607422,119.63679504394531,98.747100830078125,96.775299072265625,63.80849838256836,73.07640075683594,36.43840026855469,31.164798736572266,833.1988525390625,0.46050000190734863,2.7998998165130615,8.030499458312988,13.279999732971191,19.07110023498535,24.649599075317383,27.260499954223633,26.31909942626953,21.908899307250977,14.97439956665039,7.678799629211426,1.8256999254226685,14.019999504089355
07145500,37.45696389,-97.4235556,22.83930015563965,34.78020095825195,63.285396575927734,81.47889709472656,139.64019775390625,132.02960205078125,100.56999969482422,102.69529724121094,74.18009948730469,78.72899627685547,41.035400390625,34.234100341796875,905.49908447265625,0.5307999849319458,2.8025999069213867,8.202400207519531,13.455699920654297,19.032699584960938,24.64219856262207,27.16779899597168,26.266300201416016,21.810199737548828,15.026000022888184,7.862599849700928,1.9750999212265015,14.059999465942383
07145700,37.24946707,-97.4036569,23.64900016784668,34.345699310302734,62.09049987792969,80.22679901123047,134.46510314941406,131.29579162597656,101.17630004882812,100.26519775390625,71.7686996459961,78.98970031738281,42.334197998046875,34.68629837036133,895.29498291015625,0.7576000094413757,3.125499963760376,8.38379955291748,13.67289924621582,19.245800018310547,24.73259925842285,27.382999420166016,26.5718994140625,22.07390022277832,15.285599708557129,8.133299827575684,2.240000009536743,14.299999237060547
07146500,37.0375083,-97.0392194,26.344200134277344,36.208099365234375,69.98829650878906,96.17479705810547,144.18280029296875,133.1165008544922,109.91709899902344,107.2343978881836,75.75270080566406,87.18229675292969,50.269100189208984,38.28450012207031,974.65625,1.4068999290466309,3.6606998443603516,8.854299545288086,14.017600059509277,19.457799911499023,24.727399826049805,27.38719940185547,26.62139892578125,22.188400268554688,15.511399269104004,8.649999618530273,2.7525999546051025,14.59999942779541
07147070,37.79602778,-97.0143222,21.623998641967773,35.29309844970703,62.47659683227539,85.14509582519531,143.3916015625,134.8450927734375,103.7761001586914,102.25039672851562,83.82019805908203,77.43550109863281,45.56529998779297,33.42580032348633,929.050048828125,0.27629998326301575,2.52020001411438,7.986599922180176,13.445899963378906,18.867599487304688,24.199199676513672,26.807498931884766,26.029098510742188,21.630298614501953,14.864099502563477,7.527099609375,1.7511999607086182,13.829999923706055
07147800,37.22440278,-96.9956889,25.927499771118164,37.354400634765625,70.09040069580078,96.40349578857422,138.94180297851562,137.0847930908203,99.583099365234375,106.39179992675781,72.45459747314453,89.669097900390625,50.58089828491211,39.10049819946289,963.58380126953125,1.020900011062622,3.2973999977111816,8.60830020904541,13.773200035095215,19.253599166870117,24.556499481201172,27.21609878540039,26.427499771118164,21.95989990234375,15.27239990234375,8.329599380493164,2.4467999935150146,14.34999942779541
07148350,36.96169595,-98.7823116,20.2195987701416,25.16809844970703,50.7327995300293,65.059295654296875,94.727294921875,103.60440063476562,79.439697265625,85.63919830322266,52.24300003051758,62.5177001953125,30.2908992767334,27.77050018310547,697.41400146484375,1.4471999406814575,3.4148998260498047,8.635600090026855,13.748499870300293,19.487499237060547,25.194198608398438,27.97049903869629,26.891498565673828,22.4252986907959,15.211899757385254,7.960399627685547,2.2640998363494873,14.549999237060547
07148400,36.81503056,-98.6481395,20.680299758911133,28.0635986328125,59.03909683227539,69.9917984008789,101.14450073242188,107.94149780273438,83.03499603271484,87.3218002319336,52.96590042114258,63.28529739379883,34.117000579833984,30.096799850463867,737.68377685546875,1.7705999612808228,3.7834999561309814,8.929200172424316,13.983099937438965,19.75629997253418,25.53809928894043,28.301300048828125,27.151899337768555,22.74720001220703,15.543099403381348,8.233399391174316,2.5473999977111816,14.859999656677246
07149000,37.03890556,-98.4701556,23.084598541259766,29.53569984436035,54.222198486328125,71.8501968383789,105.47760009765625,112.84919738769531,90.1615982055664,88.96540069580078,57.39939880371094,65.296600341796875,35.766300201416016,32.93819808959961,767.5487060546875,1.6179999113082886,3.6277999877929688,8.861199378967285,13.953099250793457,19.707199096679688,25.460399627685547,28.227399826049805,27.149799346923828,22.717100143432617,15.559599876403809,8.221699714660645,2.4589998722076416,14.799999237060547
07151500,37.12868889,-97.6015694,25.619400024414062,33.66740036010742,64.34420013427734,82.65049743652344,126.39979553222656,124.69210052490234,100.53389739990234,91.68529510498047,67.41960144042969,79.42890167236328,43.22760009765625,35.43349838256836,875.103759765625,1.2319999933242798,3.4626998901367188,8.64699935913086,13.841499328613281,19.458200454711914,24.96739959716797,27.569599151611328,26.75619888305664,22.333599090576172,15.49109935760498,8.387499809265137,2.507499933242798,14.549999237060547
07152000,36.8114211,-97.277265,28.623199462890625,35.75629806518555,66.84700012207031,96.548095703125,127.37629699707031,126.5481948852539,108.05599975585938,95.65069580078125,75.86619567871094,90.95469665527344,45.685699462890625,39.2849006652832,937.198974609375,1.7308999300003052,3.96209979057312,9.092000007629395,14.237799644470215,19.77519989013672,25.147899627685547,27.71339988708496,26.99489974975586,22.60919952392578,15.840899467468262,8.803299903869629,2.993299961090088,14.90999984741211
07152500,36.50421677,-96.7283672,33.80270004272461,39.11140060424805,72.26969909667969,101.65239715576172,139.91690063476562,118.21730041503906,95.794097900390625,99.6991958618164,90.87459564208984,78.41939544677734,53.38629913330078,46.190799713134766,969.33648681640625,2.5023999214172363,4.746099948883057,10.041299819946289,15.287299156188965,19.95359992980957,24.934900283813477,27.578699111938477,26.950300216674805,22.428699493408203,16.111000061035156,9.444299697875977,3.788100004196167,15.309999465942383
07153000,36.34366537,-96.7994788,34.00709915161133,39.634700775146484,74.26689910888672,99.38330078125,134.822998046875,114.31069946289062,95.64659881591797,94.3438949584961,94.47149658203125,88.71289825439453,54.35989761352539,43.02009963989258,966.982177734375,2.6958999633789062,4.849800109863281,10.043499946594238,15.108299255371094,19.933698654174805,24.888399124145508,27.54309844970703,26.949798583984375,22.546998977661133,16.11240005493164,9.5951995849609375,3.936199903488159,15.34999942779541
07153100,36.28339844,-96.576693,37.539100646972656,41.66460037231445,72.438201904296875,99.37580108642578,138.81900024414062,121.89289855957031,93.91320037841797,88.28810119628906,94.485198974609375,88.44439697265625,60.13229751586914,48.19649887084961,985.190673828125,2.9293999671936035,5.21560001373291,10.389800071716309,15.399399757385254,20.050199508666992,24.8710994720459,27.60719871520996,26.93039894104004,22.47519874572754,16.195999145507812,9.796099662780762,4.286499977111816,15.50999927520752
07153500,36.9875204,-103.4241098,9.083799362182617,8.475899696350098,22.400699615478516,33.199798583984375,48.48109817504883,50.227699279785156,74.49219512939453,71.36190032958984,36.70079803466797,23.699298858642578,12.451600074768066,12.56779956817627,403.144287109375,0.6976000070571899,2.046799898147583,6.342899799346924,10.200300216674805,15.539199829101562,21.039899826049805,23.505199432373047,22.351099014282227,18.4778995513916,11.927000045776367,5.611599922180176,0.8851000070571899,11.549999237060547
