file,datum,ellipsoid,semi_major_axis,inverse_flattening,planar_units,abs_res,ord_res,west,east,north,south
NA_CEC_Eco_Level3,D_Sphere_ARC_INFO,Sphere_ARC_INFO,6370997.000000,infinity,meters,0.000001,0.000001,-180.000000,180.000000,84.132635,6.630919
