agency_cd,site_no,peak_dt,peak_tm,peak_va,peak_cd,gage_ht,gage_ht_cd,year_last_pk,ag_dt,ag_tm,ag_gage_ht,ag_gage_ht_cd,peak_dateTime,ag_dateTime
USGS,06090550,2023-05-06,05:30,12.8,NA,2.61,NA,NA,NA,NA,NA,NA,2023-05-06T05:30:00Z,NA
USGS,06110000,1920-06-18,NA,552,NA,4.25,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06110000,1921-05-28,NA,218,NA,3.03,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06110000,1922-06-09,NA,675,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06110000,1923-06-24,NA,547,NA,4.37,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06110000,1924-05-17,NA,514,NA,4.22,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06110000,1925-05-22,NA,455,NA,3.95,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06110000,1926-05-07,NA,434,NA,3.95,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06110000,1927-06-11,NA,1120,NA,5.7,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06110000,1928-05-09,NA,628,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06110000,1929-06-01,NA,452,NA,3.78,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06110000,1930-05-31,NA,330,NA,3.54,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06110000,1931-06-04,NA,63,NA,2.18,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06110000,1932-05-22,NA,567,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06110000,1934-05-12,NA,98,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06110000,1935-06-13,NA,121,NA,2.62,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06110000,1936-05-15,NA,470,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06110000,1937-05-30,NA,66,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06110000,1938-06-29,NA,928,NA,5.27,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06110000,1939-05-05,NA,229,NA,3.41,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06110000,1940-07-12,NA,320,NA,3.78,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06110000,1941-08-08,NA,1070,NA,5.52,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06110000,1942-05-25,NA,1100,NA,5.56,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06110000,1943-06-13,NA,580,NA,4.34,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06110000,1944-05-19,NA,476,NA,3.91,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06110000,1945-06-06,NA,437,NA,3.72,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06110000,1946-07-02,NA,524,NA,4.09,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06110000,1947-05-11,NA,665,NA,4.53,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06110000,1948-06-04,NA,898,NA,5.13,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06110000,1949-05-17,NA,422,NA,3.73,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06110000,1950-06-19,NA,618,NA,4.22,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06110000,1951-05-24,NA,418,NA,3.64,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06110000,1952-05-22,NA,614,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06110000,1953-06-04,NA,894,NA,5.17,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06110000,1954-05-22,NA,249,NA,3.25,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06110000,1955-06-17,NA,424,NA,3.82,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06110000,1956-05-28,NA,363,NA,3.57,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06110000,1957-06-07,NA,340,NA,3.48,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06110000,1958-05-12,NA,180,NA,2.87,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06110000,1959-06-07,NA,725,NA,4.7,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06110000,1960-05-13,NA,320,NA,3.36,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06110000,1961-05-24,NA,195,NA,2.91,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06110000,1962-05-26,NA,581,NA,4.11,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06110000,1963-06-05,NA,299,NA,3.37,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06110000,1964-06-09,NA,1070,NA,5.77,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06110000,1965-06-17,NA,978,NA,5.38,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06110000,1966-05-11,NA,416,NA,4.11,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06110000,1967-05-30,NA,979,NA,5.76,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06110000,1968-06-11,NA,724,NA,5.04,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06110000,1969-06-27,NA,303,NA,3.9,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06110000,1970-05-21,NA,975,NA,5.81,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06110000,1971-05-31,NA,397,NA,4.42,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06110000,1972-06-03,NA,610,NA,5.1,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06110000,1973-05-21,NA,172,NA,3.71,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06110000,1974-06-17,NA,595,NA,5.09,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06110000,1975-06-20,NA,1750,NA,6.52,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06110000,2011-05-21,NA,4960,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06111500,1932-06-16,NA,150,NA,0.76,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06111500,1933-05-07,NA,183,NA,0.85,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06111500,1934-01-29,NA,160,NA,0.79,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06111500,1935-01-25,NA,126,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06111500,1936-04-10,NA,113,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06111500,1937-07-29,NA,102,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06111500,1938-07-05,NA,102,NA,0.62,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06111500,1939-03-24,NA,113,NA,0.54,2,NA,NA,NA,NA,NA,NA,NA
USGS,06111500,1939-10-01,NA,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06111500,NA,NA,104,"2,5,Bm",NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06111500,1942-06-07,NA,132,"2,5",NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06111500,1943-03-28,NA,117,"2,5",NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06111500,1944-06-30,NA,122,"2,5",NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06111500,1945-09-28,NA,124,"2,5",NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06111500,1946-02-06,NA,116,"2,5",NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06111500,1947-03-29,NA,155,"2,5",NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06111500,NA,NA,131,"2,5,Bm",NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06111500,1949-04-09,NA,123,"2,5",NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06111500,1950-04-01,NA,190,"2,5",0.72,5,NA,NA,NA,NA,NA,NA,NA
USGS,06111500,1951-03-25,NA,226,"2,5",NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06111500,1952-08-20,NA,152,"2,5",NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06111500,1953-05-30,NA,250,"2,5",1.95,5,NA,NA,NA,NA,NA,NA,NA
USGS,06111500,1954-06-29,NA,117,"2,5",NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06111500,1955-05-28,NA,151,"2,5",NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06111500,1955-10-04,NA,117,"2,5",NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06111500,1957-06-22,NA,117,"2,5",NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06111700,1960-03-18,NA,10,NA,0.94,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06111700,NA,NA,0,Bm,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06111700,1962-05-21,NA,40,NA,3.24,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06111700,1963-05-12,NA,5,NA,0.54,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06111700,1964-05-03,NA,44,NA,3.67,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06111700,1965-06-17,NA,66,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06111700,1966-03-12,NA,1,2,1.71,1,NA,NA,NA,NA,NA,NA,NA
USGS,06111700,1967-06-14,NA,29,NA,2.44,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06111700,1968-06-09,NA,12,NA,1.13,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06111700,1969-04-01,NA,15,NA,1.36,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06111700,1970-05-18,NA,22,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06111700,1971-03-30,NA,28,NA,2.31,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06111700,1972-03-18,NA,5,NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06111700,1973-06-03,NA,5,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06111700,1974-05-13,NA,10,NA,0.91,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06111700,1975-05-06,NA,87,NA,7.25,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06111700,1976-05-04,NA,9,NA,0.73,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06111700,1977-04-08,NA,3,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06111700,1978-07-04,NA,57,NA,4.49,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06111700,1979-03-15,NA,20,2,2.04,1,NA,NA,NA,NA,NA,NA,NA
USGS,06111700,1980-03-31,NA,4,NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06111700,1981-05-20,NA,15,NA,1.34,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06111700,1982-04-11,NA,58,NA,4.57,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06111700,1983-03-11,NA,4,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06111700,1984-04-08,NA,4,2,0.8,1,NA,NA,NA,NA,NA,NA,NA
USGS,06111700,1985-05-10,NA,3,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06111700,1986-05-05,NA,9,NA,0.71,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06111700,1987-04-16,NA,2,2,0.31,1,NA,NA,NA,NA,NA,NA,NA
USGS,06111700,1988-05-08,NA,41,NA,3.41,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06111700,1989-05-13,NA,14,NA,1.18,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06111700,1990-05-25,NA,3,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06111700,1991-06-06,NA,6,NA,0.37,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06112800,NA,NA,17,Bm,2.46,Bm,NA,NA,NA,NA,NA,NA,NA
USGS,06112800,1975-05-21,NA,64,NA,4.29,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06112800,1976-02-02,NA,14,NA,2.21,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06112800,1977-05-15,NA,23,NA,3.02,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06112800,1978-07-04,NA,78,NA,4.66,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06112800,1979-03-15,NA,30,2,4.31,1,NA,NA,NA,NA,NA,NA,NA
USGS,06112800,1980-03-31,NA,4,2,2.01,1,NA,NA,NA,NA,NA,NA,NA
USGS,06112800,1981-05-16,NA,12,NA,2.45,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06112800,1982-04-12,NA,32,NA,3.35,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06112800,1983-05-10,NA,7,NA,2.07,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06112800,1984-04-08,NA,5,2,2.97,1,NA,NA,NA,NA,NA,NA,NA
USGS,06112800,1985-08-16,NA,2,NA,1.63,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06112800,1986-09-09,NA,10,NA,2.32,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06112800,1987-05-27,NA,1,NA,1.48,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06112800,1988-05-08,NA,8,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06112800,1989-03-10,NA,5,2,2.32,1,NA,NA,NA,NA,NA,NA,NA
USGS,06112800,1990-05-25,NA,55,NA,4.06,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06112800,1991-06-29,NA,415,NA,5.69,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06112800,1992-07-22,NA,6,2,2.48,1,NA,NA,NA,NA,NA,NA,NA
USGS,06112800,1993-07-26,NA,31,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06112800,1994-04-25,NA,37,NA,3.25,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06112800,1995-03-25,NA,9,NA,1.88,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06112800,1996-02-06,NA,1,2,2.11,1,NA,NA,NA,NA,NA,NA,NA
USGS,06112800,1997-03-21,NA,3,2,2.23,1,NA,NA,NA,NA,NA,NA,NA
USGS,06112800,1998-04-03,NA,0.7,NA,1.21,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06112800,1999-06-09,NA,7,NA,1.73,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06112800,2000-04-28,NA,0.4,NA,1.18,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06112800,2001-04-01,NA,5.9,NA,1.65,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06112800,2002-04-01,NA,1.6,NA,1.32,2,NA,2002-03-21,NA,2.01,1,NA,NA
USGS,06112800,2003-03-12,NA,5,2,2.68,1,NA,NA,NA,NA,NA,NA,NA
USGS,06112800,2004-02-18,NA,8.4,NA,1.82,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06112800,2005-05-10,NA,0.8,NA,1.22,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06112800,2006-04-17,NA,8.8,NA,1.84,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06112800,2007-02-17,NA,37,NA,3.26,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06112800,2008-05-28,NA,47,NA,3.68,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06112800,2009-05-04,NA,18,NA,2.35,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06112800,2010-06-16,NA,71,NA,4.58,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06112800,2011-05-21,NA,114,NA,5.16,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06112800,2012-05-28,NA,8.3,NA,1.81,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114550,1974-08-20,NA,201,NA,4.9,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114550,1975-04-16,NA,660,NA,5.42,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114550,1976-08-22,NA,6,NA,2.12,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114550,1977-04-08,NA,10,2,2.75,1,NA,NA,NA,NA,NA,NA,NA
USGS,06114550,1978-07-04,NA,780,NA,5.55,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114550,1979-03-06,NA,140,2,5.78,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114550,1980-05-25,NA,6,NA,2.14,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114550,1981-05-22,NA,21,NA,3.46,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114550,1982-05-09,NA,23,NA,3.53,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114550,1983-03-03,NA,5,NA,2.09,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114550,1984-03-15,NA,2,NA,1.58,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114550,1985-09-07,NA,20,NA,3.36,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114550,1986-02-24,NA,23,NA,3.54,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114550,1987-01-10,NA,10,NA,2.37,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114550,1988-05-07,NA,2,NA,1.63,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114550,1989-03-10,NA,16,NA,2.96,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114550,1990-03-20,NA,20,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114550,1991-05-15,NA,5,NA,2.06,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114550,NA,NA,0,Bm,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114550,1993-07-18,NA,15,NA,2.86,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114550,1994-03-02,NA,15,NA,2.83,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114550,1995-06-06,NA,19,NA,3.27,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114550,1996-02-09,NA,15,2,2.81,1,NA,NA,NA,NA,NA,NA,NA
USGS,06114550,1997-06-11,NA,23,NA,3.63,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114550,1998-07-05,NA,2.9,NA,1.71,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114550,NA,NA,0,Bm,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114550,NA,NA,0,Bm,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114550,NA,NA,0,Bm,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114550,NA,NA,0,Bm,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114550,2003-03-13,NA,31,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114550,2004-03-09,NA,1,2,2.83,1,NA,NA,NA,NA,NA,NA,NA
USGS,06114550,NA,NA,0,Bm,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114550,2006-06-11,NA,3,NA,1.93,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114550,2007-04-19,NA,6.6,NA,2.31,2,NA,2007-03-03,NA,2.88,1,NA,NA
USGS,06114550,2008-05-25,NA,2,2,2.38,1,NA,NA,NA,NA,NA,NA,NA
USGS,06114550,2009-05-03,NA,3,2,2.68,1,NA,NA,NA,NA,NA,NA,NA
USGS,06114550,2010-05-03,NA,5,2,2.93,2,NA,2010-03-05,NA,3.74,1,NA,NA
USGS,06114550,2011-06-09,NA,190,NA,6.05,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114550,2012-05-17,NA,5,2,2.15,1,NA,NA,NA,NA,NA,NA,NA
USGS,06114550,2013-06-03,NA,21.2,NA,2.56,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114550,2014-08-23,NA,22,NA,2.6,2,NA,2014-03-08,NA,3.22,1,NA,NA
USGS,06114550,2015-05-16,NA,15.2,NA,2.29,2,NA,2015-03-02,NA,3.84,1,NA,NA
USGS,06114550,2016-05-09,NA,10.2,NA,2.01,2,NA,2016-03-05,NA,2.56,1,NA,NA
USGS,06114550,2017-06-13,NA,13.1,NA,2.18,2,NA,2017-03-13,NA,2.76,1,NA,NA
USGS,06114550,2018-06-19,NA,21.4,NA,NA,NA,NA,2018-03-22,NA,4.07,1,NA,NA
USGS,06114550,2019-03-25,NA,67.5,NA,4.89,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114550,2020-05-06,NA,16.5,NA,2.35,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114550,2021-05-08,13:00,5.98,NA,1.76,NA,NA,NA,NA,NA,NA,2021-05-08T13:00:00Z,NA
USGS,06114550,2022-04-29,13:00,3.25,NA,1.57,NA,NA,NA,NA,NA,NA,2022-04-29T13:00:00Z,NA
USGS,06114550,2023-06-02,13:00,18.1,NA,2.42,2,NA,2023-04-10,1300,3.28,1,2023-06-02T13:00:00Z,2023-04-10T13:00:00Z
USGS,06114700,2001-07-21,NA,1050,NA,4.38,2,NA,2000-11-17,NA,8,1,NA,NA
USGS,06114700,2002-08-05,NA,3150,NA,6.99,2,NA,2002-01-06,NA,7.01,1,NA,NA
USGS,06114700,2003-03-14,NA,7600,NA,9.06,2,NA,2003-03-13,NA,11,1,NA,NA
USGS,06114700,2004-03-08,NA,1550,NA,4.32,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114700,2005-06-14,NA,1530,NA,4.53,2,NA,2005-01-22,NA,5.37,1,NA,NA
USGS,06114700,2006-04-07,NA,1870,NA,4.84,2,NA,2006-03-01,NA,8.51,1,NA,NA
USGS,06114700,2007-05-31,NA,2840,NA,5.9,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114700,2008-06-14,NA,3370,NA,6.31,2,NA,2008-03-03,NA,7.45,1,NA,NA
USGS,06114700,2009-05-05,NA,1280,NA,4.15,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114700,2010-06-19,NA,2370,NA,5.45,2,NA,2010-03-02,NA,7.21,1,NA,NA
USGS,06114700,2011-05-26,NA,15300,NA,10.46,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114700,2012-04-29,NA,1480,NA,7.03,6,NA,NA,NA,NA,NA,NA,NA
USGS,06114700,2013-06-04,NA,9420,NA,11.34,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114700,2014-03-08,NA,5500,2,NA,NA,NA,2014-03-07,NA,13.88,1,NA,NA
USGS,06114700,2015-06-06,NA,2950,NA,8.37,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114700,2016-06-11,NA,1980,NA,7.52,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114700,2016-10-04,18:05,3310,R,8.62,R,NA,NA,NA,NA,NA,2016-10-04T18:05:00Z,NA
USGS,06114700,2018-03-24,11:30,7170,NA,10.54,2,NA,2018-03-18,0715,10.95,1,2018-03-24T11:30:00Z,2018-03-18T07:15:00Z
USGS,06114700,2019-03-24,02:30,15900,NA,13.02,NA,NA,NA,NA,NA,NA,2019-03-24T02:30:00Z,NA
USGS,06114700,2020-05-22,08:00,1780,NA,7.23,NA,NA,NA,NA,NA,NA,2020-05-22T08:00:00Z,NA
USGS,06114700,2021-03-05,14:15,761,NA,6.14,2,NA,2021-03-05,0800,10.25,1,2021-03-05T14:15:00Z,2021-03-05T08:00:00Z
USGS,06114700,2022-07-10,03:15,530,NA,5.75,2,NA,2022-03-02,0030,8.89,1,2022-07-10T03:15:00Z,2022-03-02T00:30:00Z
USGS,06114700,2023-06-04,12:45,4800,NA,9.52,2,NA,NA,NA,NA,NA,2023-06-04T12:45:00Z,NA
USGS,06114900,1974-07-07,NA,153,NA,5.8,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114900,1975-06-19,NA,161,NA,5.89,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114900,1976-06-22,NA,56,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114900,1977-06-21,NA,18,NA,1.73,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114900,1978-05-18,NA,134,NA,5.94,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114900,1979-03-15,NA,40,2,3.21,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114900,1980-05-25,NA,11,NA,1.65,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114900,1981-05-16,NA,33,NA,2.47,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114900,1982-09-27,NA,180,NA,6.12,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114900,1983-03-10,NA,31,NA,2.38,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114900,1984-04-08,NA,15,NA,1.78,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114900,1985-09-24,NA,37,NA,2.53,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114900,1986-09-25,NA,94,NA,4.23,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114900,NA,NA,0,Bm,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114900,NA,NA,0,Bm,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114900,1989-07-13,NA,65,NA,3.29,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114900,1990-05-24,NA,14,NA,1.75,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114900,1991-06-30,NA,8,NA,1.47,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114900,1992-06-15,NA,2,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114900,1993-07-18,NA,449,NA,6.1,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114900,1994-06-07,NA,59,NA,3.13,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114900,1995-07-14,NA,62,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114900,1996-02-06,NA,10,2,4.4,1,NA,NA,NA,NA,NA,NA,NA
USGS,06114900,1997-06-07,NA,47,NA,2.79,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114900,1998-07-04,NA,125,NA,5.52,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114900,1999-06-09,NA,66,NA,3.33,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114900,2000-07-09,NA,137,NA,6.11,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114900,2001-07-21,NA,107,NA,4.78,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06114900,2002-06-11,NA,133,NA,5.9,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06115000,1934-06-12,NA,31900,NA,NA,NA,NA,1934-03-10,NA,9.8,NA,NA,NA
USGS,06115000,1935-06-17,NA,20100,NA,NA,NA,NA,1935-03-16,NA,14.49,NA,NA,NA
USGS,06115000,1936-05-19,NA,21300,NA,7.69,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06115000,1937-06-12,NA,19000,NA,7.22,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06115000,1938-06-25,NA,37500,NA,10.25,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06115000,1939-05-08,NA,18000,NA,NA,NA,NA,1939-03-18,NA,12.54,NA,NA,NA
USGS,06115000,1940-06-03,NA,13800,NA,NA,NA,NA,1940-03-18,NA,10.63,NA,NA,NA
USGS,06115000,1941-06-15,NA,14000,NA,NA,NA,NA,1941-03-26,NA,8,NA,NA,NA
USGS,06115000,1942-06-04,NA,51300,NA,12.94,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06115000,1943-06-20,NA,63800,NA,NA,NA,NA,1943-03-28,NA,19.5,NA,NA,NA
USGS,06115000,1944-06-17,NA,34800,NA,NA,NA,NA,1943-12-24,NA,10.2,NA,NA,NA
