site_no,dec_lat_va,dec_long_va,ordinal_num,type
07377650,30.89462446,-91.1167728,1,all sites
07292500,31.3247222,-91.1094444,1,all sites
330548091055100,33.09666667,-91.0975,1,all sites
07290830,31.67527778,-91.0694444,1,all sites
330339091022000,33.06083333,-91.0388889,1,all sites
07377410,30.86406957,-91.0267707,1,all sites
07288860,32.95818134,-91.0076046,1,all sites
07288928,32.48847358,-90.9992728,1,all sites
07288847,33.03151289,-90.9981598,1,all sites
07288955,32.44416667,-90.9141667,1,all sites
07289000,32.315,-90.9058333,1,all sites
07288939,32.45213889,-90.8901667,1,all sites
07290650,32.0186111,-90.8783333,1,all sites
07376800,30.96295674,-90.8634348,1,all sites
07291500,31.4401715,-90.8551015,1,all sites
07377000,30.8890694,-90.8445454,1,all sites
07290690,31.89333333,-90.8416667,1,all sites
07288800,32.4873633,-90.8173251,1,all sites
07377050,30.88351405,-90.80565589,1,all sites
07376685,31.02138889,-90.7941667,1,all sites
07288700,32.9717936,-90.7778758,1,all sites
07291000,31.50305556,-90.7775,1,all sites
07290000,32.34777778,-90.6969444,1,all sites
07290500,32.00015647,-90.683433,1,all sites
07290568,32.02932229,-90.6806554,1,all sites
07375800,30.93073559,-90.6734317,1,all sites
07375400,30.88268167,-90.5120392,1,all sites
07375403,30.87740407,-90.4989833,1,all sites
07375404,30.87851516,-90.4989833,1,all sites
07375310,30.9382358,-90.4959285,1,all sites
07375410,30.87613889,-90.4950278,1,all sites
07375415,30.87740409,-90.4925943,1,all sites
07375300,30.93768029,-90.4903728,1,all sites
07290250,31.82833333,-90.4816667,1,all sites
07375280,31.0122222,-90.4611111,1,all sites
09517100,33.91416667,-113.3969444,1,all sites
09404208,35.76498839,-113.3682663,1,all sites
09404200,35.7735994,-113.363544,1,all sites
09424900,34.305854,-113.3471441,1,all sites
343710113182000,34.61946225,-113.3063123,1,all sites
09424432,34.76168325,-113.2657568,1,all sites
09425000,34.20002339,-113.1340806,1,all sites
09424580,34.57073889,-113.067561,1,all sites
09424600,34.54916667,-113.0577778,1,all sites
09502750,34.9216841,-112.8429604,1,all sites
09517000,33.3472844,-112.7257391,1,all sites
09424470,34.393914,-112.7226777,1,all sites
09515500,34.0450291,-112.7098996,1,all sites
342710112420301,34.45280267,-112.7015658,1,all sites
342634112415001,34.4428027,-112.6979546,1,all sites
09516500,33.88503188,-112.6621198,1,all sites
332049112372601,33.34694444,-112.6238889,1,all sites
09502800,34.8666865,-112.6132308,1,all sites
09514500,34.3000267,-112.56739520000001,1,all sites
332108112332001,33.3521361,-112.5556528,1,all sites
09515000,34.27502718,-112.5465613,1,all sites
332125112321901,33.35694444,-112.538611,1,all sites
332136112311701,33.36,-112.5213889,1,all sites
09502830,34.8703611,-112.4699444,1,all sites
09502960,34.55196864,-112.4623913,1,all sites
09503000,34.56307975,-112.4448909,1,all sites
09502900,34.8255769,-112.4446148,1,all sites
09404104,35.80444444,-112.4263889,1,all sites
09503500,34.60835728,-112.4257239,1,all sites
09503300,34.6136111,-112.4172222,1,all sites
09514100,33.3875427,-112.3923808,1,all sites
09514000,33.3939316,-112.3740469,1,all sites
09514020,33.53059567,-112.3704376,1,all sites
332318112215001,33.3883333,-112.3638889,1,all sites
332304112214701,33.38444444,-112.3630556,1,all sites
09503700,34.89502016,-112.34294680000001,1,all sites
09513970,33.43504225,-112.3337681,1,all sites
332251112193001,33.3808333,-112.325,1,all sites
09512970,33.8986453,-112.3115529,1,all sites
332255112182101,33.3819611,-112.305986,1,all sites
09513650,33.60670557,-112.3046032,1,all sites
332252112181201,33.3811111,-112.3033333,1,all sites
09513700,33.5797617,-112.3012692,1,all sites
09512860,33.96725579,-112.2934977,1,all sites
09513910,33.5367072,-112.2818232,1,all sites
09513000,33.85559047,-112.2668282,1,all sites
09512407,33.3894882,-112.2543201,1,all sites
09513835,33.63837197,-112.2401568,1,all sites
09512450,34.48527778,-112.2375,1,all sites
09512830,33.9986449,-112.2165508,1,all sites
09503720,35.16029206,-112.210447,1,all sites
09512600,34.282252,-112.2076612,1,all sites
09404040,35.31500959,-112.1790574,1,all sites
09512406,33.40143305,-112.168762,1,all sites
09512800,34.01558948,-112.1679378,1,all sites
09404020,35.28612175,-112.1437787,1,all sites
09513800,33.91142428,-112.1412685,1,all sites
09403990,35.20834626,-112.1396119,1,all sites
09512405,33.4122664,-112.1343166,1,all sites
09513860,33.72920456,-112.1198755,1,all sites
09512400,33.58226304,-112.1126513,1,all sites
09513780,33.97420168,-112.0990458,1,all sites
09512200,33.34699047,-112.0848697,1,all sites
09503990,34.8648611,-112.0741667,1,all sites
09504000,34.8522416,-112.065994,1,all sites
09512495,34.31502955,-112.0648788,1,all sites
09512190,33.41560044,-112.0298688,1,all sites
09512300,33.78337158,-112.0073716,1,all sites
09512180,33.4600442,-111.9745899,1,all sites
09512170,33.44032249,-111.9734785,1,all sites
09512165,33.43948927,-111.9609781,1,all sites
09512280,33.88725977,-111.9540388,1,all sites
09512100,33.53865414,-111.9165334,1,all sites
09512162,33.4403229,-111.9151434,1,all sites
09512070,33.43448977,-111.9101432,1,all sites
09503800,35.1505681,-111.8990515,1,all sites
09504950,34.6116972,-111.8984306,1,all sites
09504500,34.76446436,-111.8909885,1,all sites
09505500,34.57502439,-111.8590404,1,all sites
09505000,34.5736355,-111.8576514,1,all sites
09512060,33.45310077,-111.8576418,1,all sites
09505550,34.5505805,-111.851262,1,all sites
09505400,34.615,-111.8372222,1,all sites
09506000,34.4483605,-111.7898705,1,all sites
09505350,34.72863146,-111.775708,1,all sites
09504420,34.86153889,-111.7619972,1,all sites
09504430,34.86168418,-111.7618227,1,all sites
09504350,34.98775,-111.7461944,1,all sites
09504421,34.8861111,-111.7277778,1,all sites
09508500,34.0730922,-111.7162569,1,all sites
09505250,34.695299,-111.7143174,1,all sites
09506500,34.3500297,-111.700702,1,all sites
09505800,34.53863606,-111.6940356,1,all sites
09508300,34.16086787,-111.6929235,1,all sites
09511500,33.51421155,-111.6909713,1,all sites
09509000,33.9500394,-111.6840318,1,all sites
09508000,34.2635583,-111.6815278,1,all sites
09505300,34.76696436,-111.6737629,1,all sites
09505200,34.67474409,-111.672094,1,all sites
09511300,33.5586557,-111.6693043,1,all sites
09507500,34.3683626,-111.6662568,1,all sites
09510000,33.80837509,-111.6634729,1,all sites
09400600,35.2216774,-111.6573843,1,all sites
09502500,33.5500448,-111.6506927,1,all sites
09507980,34.27642068,-111.6387561,1,all sites
09507480,34.39430556,-111.63,1,all sites
09502000,33.55282304,-111.5765243,1,all sites
352025111332401,35.34027778,-111.55675,1,all sites
351848111323301,35.31338889,-111.5424444,1,all sites
09510200,33.69421054,-111.541802,1,all sites
09479200,33.40366,-111.5415218,1,all sites
09510180,33.7303214,-111.508468,1,all sites
09510170,33.75976554,-111.4962457,1,all sites
09505220,34.7469655,-111.4945933,1,all sites
09507950,34.2208671,-111.4923624,1,all sites
09400815,35.05494444,-111.4892222,1,all sites
09510070,33.96059568,-111.4873585,1,all sites
09510080,33.9458737,-111.4854139,1,all sites
09510100,33.94948498,-111.4615245,1,all sites
09510150,33.85143118,-111.45319,1,all sites
09512501,34.3153073,-112.0640455,1,all sites
09512500,34.3153073,-112.0640455,1,all sites
09507800,34.40836258,-111.3743054,1,all sites
09507700,34.41114028,-111.3729165,1,all sites
09507900,34.40419608,-111.3687496,1,all sites
09499000,33.9800413,-111.3034659,1,all sites
09499500,33.8667103,-111.3006866,1,all sites
09498870,34.0333735,-111.292355,1,all sites
09507600,34.3916971,-111.2687467,1,all sites
09507580,34.41780739,-111.2637469,1,all sites
09498800,34.1289271,-111.2554106,1,all sites
09401000,35.4333386,-111.200701,1,all sites
09500500,33.67504813,-111.1590126,1,all sites
09498501,33.41866469,-111.0095609,1,all sites
09398500,34.66752554,-111.0076349,1,all sites
094985005,33.4058333,-110.9986111,1,all sites
09498502,33.4878297,-110.9953942,1,all sites
09498503,33.79694444,-110.9598111,1,all sites
09401110,35.78069444,-110.9304167,1,all sites
09497900,34.0828216,-110.92429,1,all sites
09498500,33.6194949,-110.9215037,1,all sites
09498400,33.5731068,-110.9012251,1,all sites
09497980,33.8278262,-110.8562266,1,all sites
09399400,34.92141094,-110.7976357,1,all sites
09400562,35.57972897,-110.774027,1,all sites
09397500,34.6364196,-110.7142957,1,all sites
09497850,33.82977196,-110.6645555,1,all sites
09400350,35.006725,-110.6542806,1,all sites
09400000,35.0027994,-110.6506887,1,all sites
09399500,34.9833554,-110.6506885,1,all sites
09399000,34.96946689,-110.6451326,1,all sites
09399100,34.96944444,-110.6405556,1,all sites
09400568,35.65480556,-110.563,1,all sites
09497800,33.8431053,-110.5576092,1,all sites
09398000,34.92438889,-110.5289306,1,all sites
09497700,34.1572222,-110.5111111,1,all sites
09497500,33.79810588,-110.4998292,1,all sites
09400583,35.5775087,-110.4623546,1,all sites
09494200,34.1211111,-110.4169444,1,all sites
09496600,33.99115876,-110.3248314,1,all sites
09496700,33.9881032,-110.31122,1,all sites
09494300,34.00004739,-110.2895533,1,all sites
09496500,33.9858809,-110.2809417,1,all sites
09397300,34.90113674,-110.2554013,1,all sites
09496000,34.01838007,-110.242331,1,all sites
09495800,34.0583333,-110.2130556,1,all sites
09490500,33.71282949,-110.2117674,1,all sites
09494000,33.73644059,-110.166767,1,all sites
09397000,34.8978039,-110.1631768,1,all sites
09494500,34.11115539,-110.1312205,1,all sites
09495500,34.1139331,-110.1298317,1,all sites
09393400,34.50559218,-110.0917827,1,all sites
09393000,34.5000368,-110.075671,1,all sites
09397045,34.78280759,-110.045117,1,all sites
09394500,34.7828076,-110.0442837,1,all sites
09393500,34.66669946,-110.0423382,1,all sites
09394000,34.7333645,-110.0340052,1,all sites
09392500,34.25281947,-110.0284437,1,all sites
09495000,34.1778208,-110.0162198,1,all sites
09390000,34.37503945,-110.0090008,1,all sites
09392000,34.19643165,-110.0042754,1,all sites
09493500,33.78338474,-110.0006544,1,all sites
09390500,34.17948755,-109.9878858,1,all sites
09493000,33.80005095,-109.9839879,1,all sites
09492000,33.84254989,-109.9589887,1,all sites
09490000,33.7375518,-109.8700957,1,all sites
09489700,33.6672744,-109.8467605,1,all sites
09492500,33.82366119,-109.818708,1,all sites
09492400,33.8222723,-109.8145413,1,all sites
09396500,34.9791921,-109.7951157,1,all sites
09489500,33.47672039,-109.7639775,1,all sites
09489499,33.48144254,-109.7531442,1,all sites
09445000,33.41283295,-109.719531,1,all sites
09388000,34.64725615,-109.7034425,1,all sites
09386500,34.64170039,-109.6770533,1,all sites
09445500,33.3792231,-109.6506401,1,all sites
09490800,34.01393579,-109.6423184,1,all sites
09489200,33.73977345,-109.5406442,1,all sites
09446000,33.35422488,-109.5256375,1,all sites
09383220,33.9389373,-109.502035,1,all sites
09383200,33.94171506,-109.502035,1,all sites
09383250,33.94171509,-109.4978683,1,all sites
09446320,33.35905556,-109.4915278,1,all sites
09386300,34.6047544,-109.4892735,1,all sites
09489076,33.89810477,-109.4731445,1,all sites
09383300,34.01615875,-109.457868,1,all sites
09383400,34.0167143,-109.4573125,1,all sites
09489100,33.70755199,-109.4473074,1,all sites
09396100,35.18224625,-109.4470509,1,all sites
09386030,34.5836456,-109.4070467,1,all sites
09383409,34.0555,-109.4011667,1,all sites
09384600,34.37448424,-109.3848182,1,all sites
09385500,34.36809558,-109.3828734,1,all sites
09385000,34.36809558,-109.3825956,1,all sites
09489078,33.76005179,-109.3756386,1,all sites
09489040,33.97616004,-109.373698,1,all sites
09386000,34.5000364,-109.367322,1,all sites
09385701,34.45087129,-109.3625977,1,all sites
09385700,34.4505935,-109.3623199,1,all sites
09384000,34.31448635,-109.362315,1,all sites
09489086,33.73810786,-109.341748,1,all sites
09383590,34.18893399,-109.3395332,1,all sites
09386250,34.6147587,-109.3184306,1,all sites
09383595,34.18643424,-109.3039765,1,all sites
09383420,34.13277778,-109.2969444,1,all sites
09383417,34.058,-109.2963333,1,all sites
09383430,34.13277778,-109.2952778,1,all sites
09383570,34.1389354,-109.2711969,1,all sites
09489082,33.67502778,-109.2701111,1,all sites
09395990,35.28474687,-109.2156504,1,all sites
09383550,34.05560438,-109.1923045,1,all sites
09383500,34.03032717,-109.1864707,1,all sites
09395900,35.45252205,-109.126482,1,all sites
09395650,35.32780194,-109.0700908,1,all sites
09387300,34.8764244,-109.0420318,1,all sites
09442653,33.89005215,-109.0111851,1,all sites
09442625,33.81805556,-108.9888889,1,all sites
09395630,35.46196735,-108.9428665,1,all sites
09442661,33.83416667,-108.9352778,1,all sites
09442956,33.43166667,-108.9322222,1,all sites
09442958,33.44916667,-108.9286111,1,all sites
09442662,33.82694444,-108.9266667,1,all sites
09395700,35.2597485,-108.9214754,1,all sites
09442960,33.4111111,-108.9163889,1,all sites
09443000,33.36811687,-108.9103424,1,all sites
09442666,33.86277778,-108.8738889,1,all sites
09442667,33.83027778,-108.8405556,1,all sites
09367900,35.75916667,-108.8163889,1,all sites
09443500,33.36672874,-108.808951,1,all sites
09442677,33.75194444,-108.7863889,1,all sites
09442760,33.6725,-108.7841667,1,all sites
09442669,33.8075,-108.7816667,1,all sites
09442755,33.67638889,-108.78,1,all sites
09442680,33.73671944,-108.771175,1,all sites
09442684,33.6908333,-108.7658333,1,all sites
09442683,33.69055556,-108.7655556,1,all sites
09442682,33.70388889,-108.7572222,1,all sites
09442681,33.71710556,-108.7572194,1,all sites
09386950,35.10027778,-108.7516667,1,all sites
09395500,35.5291893,-108.7453622,1,all sites
09386925,35.16364209,-108.744249,1,all sites
09442704,33.80694444,-108.6611111,1,all sites
09386919,35.22003009,-108.6373018,1,all sites
09386917,35.2311409,-108.6348018,1,all sites
09386910,35.27308437,-108.6136904,1,all sites
09386915,35.231141,-108.6114678,1,all sites
09395350,35.61140997,-108.5536908,1,all sites
09386900,35.28255278,-108.552975,1,all sites
09442692,33.89144118,-108.5156166,1,all sites
09386050,34.1417172,-108.5020073,1,all sites
09395390,35.48335697,-108.4572985,1,all sites
09489075,33.90310584,-109.3228616,1,all sites
09489070,33.90310584,-109.3228616,1,all sites
09395381,35.423914859999996,-108.3159045,1,all sites
08341365,35.3422512,-108.2122897,1,all sites
08341300,35.26753227,-108.1145088,1,all sites
08341500,35.30364249,-108.0995087,1,all sites
08342000,35.2944769,-108.0283956,1,all sites
08343000,35.15448197,-107.8703359,1,all sites
08343100,35.16087089,-107.8381131,1,all sites
08342700,35.33919939,-107.7942249,1,all sites
08342600,35.34614374,-107.7758914,1,all sites
08343500,35.0744111,-107.75111389999999,1,all sites
08360000,33.56944444,-107.5933333,1,all sites
08353130,34.4022812,-107.4786521,1,all sites
08353150,34.42811455,-107.4286512,1,all sites
08349500,35.15004027,-107.41727,1,all sites
08351225,34.83699397,-107.363098,1,all sites
08349800,35.11920834,-107.3331007,1,all sites
08350500,35.02365557,-107.3261548,1,all sites
08340500,35.59225,-107.1894444,1,all sites
08351500,34.9681024,-107.1869837,1,all sites
08334000,35.60088889,-107.1666111,1,all sites
08359500,33.38618184,-107.1630872,1,all sites
08333500,35.62224979,-107.1172653,1,all sites
08333450,35.69224776,-107.1014316,1,all sites
08358550,33.66034399,-107.0908656,1,all sites
08358400,33.6790833,-106.997,1,all sites
08358300,33.68766667,-106.9926111,1,all sites
08358500,33.68062227,-106.9922533,1,all sites
08352500,34.79394299,-106.9894774,1,all sites
08357500,33.7420103,-106.9250283,1,all sites
334334106544910,33.7260972,-106.9137306,1,all sites
08354800,34.2484002,-106.9016949,1,all sites
08355300,34.03089935,-106.9016941,1,all sites
08354000,34.29728834,-106.900306,1,all sites
08355000,34.25367797,-106.8964168,1,all sites
08354500,34.25478906,-106.8958612,1,all sites
08354900,34.25638889,-106.8908333,1,all sites
08355050,34.1208333,-106.8869444,1,all sites
334606106531010,33.7683333,-106.8861111,1,all sites
08356000,33.8911771,-106.8655807,1,all sites
08357000,33.870066,-106.8614137,1,all sites
08357050,33.8637333,-106.85505,1,all sites
08353000,34.41027778,-106.8544444,1,all sites
08356500,33.890066,-106.851691,1,all sites
08355490,33.92666667,-106.8511667,1,all sites
08355500,33.91951046,-106.8505799,1,all sites
08332050,34.41562016,-106.821415,1,all sites
08331990,34.41450916,-106.8036366,1,all sites
08332010,34.41701204,-106.8005832,1,all sites
08332000,34.41673136,-106.800581,1,all sites
08332030,34.41423144,-106.7933585,1,all sites
353240106465610,35.54447464,-106.782813,1,all sites
08329939,35.1083784,-106.7747507,1,all sites
08331510,34.545,-106.7630556,1,all sites
08323000,35.7311362,-106.7628146,1,all sites
344004106453610,34.6678366,-106.7605823,1,all sites
08323500,35.70280366,-106.7547586,1,all sites
343956106451110,34.66561449,-106.7536377,1,all sites
08331130,35.0094928,-106.7478046,1,all sites
08329938,35.11555556,-106.7466667,1,all sites
08324000,35.6619833,-106.7434389,1,all sites
08331140,35.00504855,-106.7358598,1,all sites
08329935,35.15666667,-106.7305556,1,all sites
350954106432610,35.16504358,-106.7244722,1,all sites
08331118,35.0372222,-106.7208333,1,all sites
08331160,34.87055556,-106.72,1,all sites
083299375,35.14,-106.7047222,1,all sites
08329936,35.14888889,-106.7008333,1,all sites
354605106413610,35.76808,-106.6939246,1,all sites
083299377,35.13638889,-106.6897222,1,all sites
350558106411300,35.09949027,-106.6875264,1,all sites
350558106411100,35.09949027,-106.6869708,1,all sites
08330830,34.9833333,-106.6865556,1,all sites
08330940,34.9372731,-106.6858588,1,all sites
083299395,35.1325,-106.685,1,all sites
08330000,35.08916667,-106.6806944,1,all sites
08330875,34.94666667,-106.6802778,1,all sites
08331105,34.91116284,-106.6800253,1,all sites
08330915,34.93532877,-106.6791919,1,all sites
08331000,34.92055556,-106.6788889,1,all sites
350527106403800,35.09087947,-106.6778039,1,all sites
08329931,35.1614328,-106.6747489,1,all sites
08330150,35.0283861,-106.6734639,1,all sites
08330050,35.08087984,-106.6675258,1,all sites
08330800,35.002549,-106.6619694,1,all sites
08330600,35.00194444,-106.6575,1,all sites
08330775,35.00277778,-106.6572222,1,all sites
08330075,35.07393568,-106.6547477,1,all sites
08329928,35.182,-106.6519444,1,all sites
08330200,35.04888889,-106.6486111,1,all sites
08321500,35.82752335,-106.6480908,1,all sites
08329918,35.1977222,-106.6427778,1,all sites
08329930,35.2053205,-106.6422486,1,all sites
08329700,35.09388889,-106.6236111,1,all sites
08329835,35.1175,-106.6116667,1,all sites
08329884,35.16744444,-106.605,1,all sites
08329900,35.19805556,-106.5997222,1,all sites
08329870,35.1508333,-106.5977778,1,all sites
08329882,35.15944444,-106.5975,1,all sites
08329500,35.2847625,-106.5964154,1,all sites
08330580,35.02199167,-106.5950222,1,all sites
08329840,35.12587778,-106.5903028,1,all sites
08329865,35.1344897,-106.5791911,1,all sites
08329880,35.1511111,-106.5730556,1,all sites
08329860,35.13448974,-106.571691,1,all sites
08329838,35.1211111,-106.5677778,1,all sites
08329839,35.12666667,-106.5669444,1,all sites
08329914,35.1964333,-106.5664139,1,all sites
08330569,35.02664444,-106.5639417,1,all sites
08329877,35.14726717,-106.558913,1,all sites
08329876,35.14726719,-106.5561352,1,all sites
08329873,35.1472672,-106.5505796,1,all sites
08330567,35.02227115,-106.5505784,1,all sites
08328950,35.39475884,-106.545305,1,all sites
08329872,35.15448926,-106.5400238,1,all sites
08330565,35.01532698,-106.5389115,1,all sites
08329000,35.39041667,-106.5346111,1,all sites
08329911,35.19444444,-106.5325,1,all sites
08330560,35.03977069,-106.531967,1,all sites
08329100,35.31392848,-106.52947,1,all sites
08330540,35.0783333,-106.4969444,1,all sites
08331660,34.4464537,-106.4966845,1,all sites
08329890,35.1906,-106.4961333,1,all sites
08329888,35.18944444,-106.4952778,1,all sites
08330505,35.06088126,-106.4950223,1,all sites
08329720,35.1022222,-106.4925,1,all sites
08330500,35.0611111,-106.4777778,1,all sites
08329868,35.15055556,-106.4686111,1,all sites
08330492,35.0599861,-106.4445722,1,all sites
08329875,35.1472672,-106.5533574,1,all sites
08329874,35.1472672,-106.5533574,1,all sites
08319000,35.4445833,-106.4398333,1,all sites
08313252,35.83641356,-106.3633624,1,all sites
08313300,35.81468056,-106.35855,1,all sites
08314000,35.6195,-106.3246944,1,all sites
08313500,35.617,-106.3241667,1,all sites
08317400,35.618,-106.3239444,1,all sites
08314500,35.63225275,-106.3194706,1,all sites
08318000,35.5119789,-106.3175244,1,all sites
08313350,35.77638889,-106.2683333,1,all sites
08313275,35.7816931,-106.2455818,1,all sites
08313265,35.80558155,-106.242804,1,all sites
08313225,35.8353032,-106.2419706,1,all sites
08313250,35.82808114,-106.2403039,1,all sites
08313255,35.8147481,-106.233915,1,all sites
08317200,35.5472222,-106.2288889,1,all sites
08317950,35.46465278,-106.2133889,1,all sites
08313230,35.82724798,-106.212248,1,all sites
08313268,35.78086,-106.2064146,1,all sites
08317850,35.44948128,-106.1528002,1,all sites
08308050,35.77151667,-105.9412,1,all sites
08308025,35.7669731,-105.9380771,1,all sites
08317050,35.62197716,-105.9189094,1,all sites
08305030,35.7311111,-105.9113889,1,all sites
08302500,35.73955556,-105.9049528,1,all sites
08305000,35.7250301,-105.888076,1,all sites
08304400,35.72614145,-105.8572422,1,all sites
08316000,35.68644444,-105.8436111,1,all sites
08304300,35.7264194,-105.8341862,1,all sites
08304200,35.73530806,-105.8336307,1,all sites
08304100,35.74669668,-105.8280751,1,all sites
08315479,35.68869444,-105.8240833,1,all sites
08315480,35.68891667,-105.8228333,1,all sites
08302400,35.76030766,-105.8114081,1,all sites
08302200,35.7700297,-105.8091858,1,all sites
08302300,35.76752978,-105.8075192,1,all sites
08295200,35.7916961,-105.7944633,1,all sites
08387550,33.4095472,-105.7407639,1,all sites
08387575,33.3924083,-105.7246806,1,all sites
08387600,33.39285278,-105.7233444,1,all sites
08378500,35.70835,-105.6827028,1,all sites
08377900,35.77711389,-105.6580278,1,all sites
08387800,33.39147129,-105.6113729,1,all sites
08379178,35.68892538,-105.4808477,1,all sites
08379185,35.6955919,-105.4797366,1,all sites
08389055,33.52133,-105.4705567,1,all sites
08379187,35.6719817,-105.4666806,1,all sites
07218700,35.825036,-105.39918,1,all sites
08379200,35.55281944,-105.3700112,1,all sites
08380500,35.65199444,-105.3188306,1,all sites
08381000,35.65420926,-105.2755655,1,all sites
08388000,33.38342216,-105.27554,1,all sites
08389500,33.3889775,-105.27554,1,all sites
08390020,33.37125,-105.2573889,1,all sites
07220000,35.7697644,-105.2519548,1,all sites
08382000,35.46890278,-105.1614417,1,all sites
07220100,35.74504247,-105.1575072,1,all sites
08390100,33.3570365,-105.1574818,1,all sites
08379500,35.17866944,-105.1088028,1,all sites
351020105025900,35.17227407,-105.0502769,1,all sites
07220600,35.7680974,-105.0416704,1,all sites
07218100,35.83476305,-105.040004,1,all sites
351123105000700,35.18977389,-105.0024977,1,all sites
351134104581800,35.19282949,-104.9722191,1,all sites
350858104552100,35.14949745,-104.923051,1,all sites
350945104551000,35.16255268,-104.9199954,1,all sites
08382500,35.1819611,-104.9002667,1,all sites
08390500,33.34916667,-104.8516667,1,all sites
08382600,35.09138889,-104.8005556,1,all sites
350457104473800,35.08255518,-104.7944364,1,all sites
07221000,35.8003243,-104.7833122,1,all sites
08382650,35.05944444,-104.7611111,1,all sites
08382700,35.05727818,-104.756102,1,all sites
350320104443300,35.0556116,-104.7430462,1,all sites
350300104432100,35.05005626,-104.7230457,1,all sites
350234104425100,35.04283425,-104.7147122,1,all sites
350236104423500,35.0433898,-104.7102677,1,all sites
08382830,35.02416667,-104.6888889,1,all sites
08382800,35.0406122,-104.6816559,1,all sites
350352104403500,35.0645005,-104.6769335,1,all sites
08382760,35.0931109,-104.6727667,1,all sites
08382730,35.09505534,-104.6641554,1,all sites
08393600,33.3964874,-104.5485803,1,all sites
08393500,33.37204378,-104.5458024,1,all sites
08383500,34.7300833,-104.5249111,1,all sites
08383350,34.8745046,-104.4763734,1,all sites
08393610,33.408775,-104.4717167,1,all sites
07222500,35.40282567,-104.4435938,1,all sites
08393930,33.3962104,-104.4413562,1,all sites
345636104415500,34.9433921,-104.6991562,1,all sites
08383000,34.9433921,-104.6991562,1,all sites
08393935,33.3892663,-104.4277449,1,all sites
08393970,33.39759939,-104.4230227,1,all sites
08393980,33.36732268,-104.4169112,1,all sites
08393940,33.36732268,-104.4166335,1,all sites
08393990,33.37232264,-104.3996888,1,all sites
08386090,33.3726004,-104.399411,1,all sites
08386050,33.4095436,-104.3988558,1,all sites
08386062,33.4087103,-104.3988557,1,all sites
08386070,33.39732184,-104.3949667,1,all sites
08393945,33.35037897,-104.3946886,1,all sites
08394005,33.3642674,-104.3913553,1,all sites
08386010,33.52037319,-104.3888565,1,all sites
08386020,33.5009295,-104.3888563,1,all sites
08394010,33.3609342,-104.3880219,1,all sites
08384500,34.60405556,-104.3879167,1,all sites
07221500,35.6548333,-104.3786111,1,all sites
08386030,33.4550978,-104.378578,1,all sites
08386000,33.57185556,-104.3736028,1,all sites
08394015,33.35843447,-104.367466,1,all sites
08394020,33.3534347,-104.3582992,1,all sites
08385648,33.68564507,-104.316079,1,all sites
08385630,34.0633333,-104.3066667,1,all sites
08385643,33.8531405,-104.2919136,1,all sites
08385000,34.50827778,-104.2783611,1,all sites
08385640,33.91536137,-104.278303,1,all sites
08385500,34.4786776,-104.2724756,1,all sites
08385503,34.4758333,-104.2583333,1,all sites
07222000,35.5000457,-104.2505334,1,all sites
08385620,34.2278523,-104.2296942,1,all sites
354830104121501,35.8083717,-104.2046997,1,all sites
07223000,35.40282609,-104.1858095,1,all sites
08385522,34.3322222,-104.1811111,1,all sites
08385520,34.34812654,-104.1730273,1,all sites
07224500,35.4089371,-104.1699758,1,all sites
07223300,35.37643795,-104.1680313,1,all sites
354042103445801,35.67837547,-103.7499654,1,all sites
353650103432201,35.61393278,-103.7232984,1,all sites
352700103423000,35.4500485,-103.7088545,1,all sites
352545103393000,35.4292158,-103.6588534,1,all sites
07226500,35.43852778,-103.5257944,1,all sites
352434103302401,35.4094942,-103.5071828,1,all sites
07227070,35.1633899,-103.4802369,1,all sites
07227073,35.16394545,-103.4796813,1,all sites
07227080,35.17088977,-103.4713478,1,all sites
07226830,35.3431073,-103.4449589,1,all sites
352047103262300,35.34644055,-103.4402366,1,all sites
352058103255700,35.349496,-103.4330141,1,all sites
352052103253500,35.3478294,-103.4269029,1,all sites
07227000,35.35,-103.3997222,1,all sites
07227100,35.3443861,-103.3896056,1,all sites
352300103153000,35.38338368,-103.2588426,1,all sites
07227125,35.3533856,-103.10467,1,all sites
07227140,35.39005137,-103.0438341,1,all sites
07227420,35.75125,-102.8931667,1,all sites
07227448,35.667543,-102.480479,1,all sites
07227470,35.51893636,-102.2601957,1,all sites
07295500,34.84867146,-102.1760295,1,all sites
07295400,35.03550556,-102.1506,1,all sites
07296100,34.92422518,-102.0996401,1,all sites
07297500,35.01061119,-101.891857,1,all sites
07227500,35.4703261,-101.879628,1,all sites
08079500,33.5856408,-101.8282217,1,all sites
08079510,33.55477778,-101.7881389,1,all sites
08079530,33.52675339,-101.727107,1,all sites
07227700,35.58688889,-101.7101472,1,all sites
07298000,34.55950499,-101.7096254,1,all sites
08080700,34.17896048,-101.7026748,1,all sites
07227890,35.72077778,-101.6625278,1,all sites
07298200,34.5433952,-101.42989,1,all sites
07297910,34.83755505,-101.4140578,1,all sites
07227920,35.6647649,-101.3509971,1,all sites
08080540,33.3509239,-101.227084,1,all sites
08080800,33.68313996,-101.1768145,1,all sites
07307500,34.24006966,-101.1179285,1,all sites
07298500,34.62783574,-100.9406994,1,all sites
07299000,34.67505649,-100.9170876,1,all sites
07299850,35.00282777,-100.8920888,1,all sites
07299300,34.54089189,-100.7706906,1,all sites
07299200,34.57311318,-100.7456898,1,all sites
08080950,33.35620109,-100.705121,1,all sites
07299890,34.93560669,-100.6965246,1,all sites
