path,type,size,permissions,modification_time,user,group,device_id,hard_links,special_device_id,inode,block_size,blocks,flags,generation,access_time,change_time,birth_time,file_type,basename,basename_no_ext,relative_path,top_folder,context_key,size_mb,last_modified,possible_duplicate,size_variation
/Users/cjtinant/Documents/Rprojects_not-class/FFA_regional-skew/data/raw/peakflow_gages/sites_pk_eco_only.csv,file,375.8K,rw-r--r--,2025-07-05T19:06:21Z,cjtinant,staff,16777231,1,0,222565694,4096,0,1073741920,0,2025-07-10T00:33:25Z,2025-07-13T01:10:36Z,2025-06-23T18:38:33Z,csv,sites_pk_eco_only.csv,sites_pk_eco_only,peakflow_gages/sites_pk_eco_only.csv,peakflow_gages,peakflow_gages/sites_pk_eco_only,0.38,2025-07-05T19:06:21Z,TRUE,TRUE
/Users/cjtinant/Documents/Rprojects_not-class/FFA_regional-skew/data/raw/peakflow_gages/sites_pk_eco_only.gpkg,file,  1.17M,rw-r--r--,2025-07-05T19:06:15Z,cjtinant,staff,16777231,1,0,222565761,4096,0,1073741920,0,2025-07-05T19:06:15Z,2025-07-13T01:10:36Z,2025-06-23T18:38:37Z,gpkg,sites_pk_eco_only.gpkg,sites_pk_eco_only,peakflow_gages/sites_pk_eco_only.gpkg,peakflow_gages,peakflow_gages/sites_pk_eco_only,1.22,2025-07-05T19:06:15Z,TRUE,TRUE
