lat_min,lat_med,lat_max,obs_y_min,obs_y_med,obs_y_max,obs_x_min,obs_x_med,obs_x_max,nom_min,nom_med,nom_max,over_min,over_med,over_max
26.7,37.45,48.2,59.55,67.21,72.03,39.76,53.43,64.46,101.9,121.28,136.57,0.53,0.55,0.58
