file,crs,extent,resolution,ncols,nrows,nbands,names,timestamp
phzm.tif,NAD83 / Conus Albers,"ext(-2950369.14832672, 2999798.93621956, 115807.205617864, 3323037.9572502)",751.283849058874 x 751.283849058874,7920,4269,1,,2025-07-20T03:53:21Z
phzm.tif,EPSG,"ext(-2950369.14832672, 2999798.93621956, 115807.205617864, 3323037.9572502)",751.283849058874 x 751.283849058874,7920,4269,1,,2025-07-20T03:53:21Z
phzm.tif,5070,"ext(-2950369.14832672, 2999798.93621956, 115807.205617864, 3323037.9572502)",751.283849058874 x 751.283849058874,7920,4269,1,,2025-07-20T03:53:21Z
phzm.tif,United States (USA) - CONUS onshore - Alabama; Arizona; Arkansas; California; Colorado; Connecticut; Delaware; Florida; Georgia; Idaho; Illinois; Indiana; Iowa; Kansas; Kentucky; Louisiana; Maine; Maryland; Massachusetts; Michigan; Minnesota; Mississippi; Missouri; Montana; Nebraska; Nevada; New Hampshire; New Jersey; New Mexico; New York; North Carolina; North Dakota; Ohio; Oklahoma; Oregon; Pennsylvania; Rhode Island; South Carolina; South Dakota; Tennessee; Texas; Utah; Vermont; Virginia; Washington; West Virginia; Wisconsin; Wyoming,"ext(-2950369.14832672, 2999798.93621956, 115807.205617864, 3323037.9572502)",751.283849058874 x 751.283849058874,7920,4269,1,,2025-07-20T03:53:21Z
phzm.tif,"list(c(-124.79, -66.91, 24.41, 49.38))","ext(-2950369.14832672, 2999798.93621956, 115807.205617864, 3323037.9572502)",751.283849058874 x 751.283849058874,7920,4269,1,,2025-07-20T03:53:21Z
